,Unnamed: 0,AcceptsInsurance,AgesAllowed,Alcohol,Ambience_casual,Ambience_classy,Ambience_divey,Ambience_hipster,Ambience_intimate,Ambience_romantic,Ambience_touristy,Ambience_trendy,Ambience_upscale,BYOB,BYOBCorkage,BestNights_friday,BestNights_monday,BestNights_saturday,BestNights_sunday,BestNights_thursday,BestNights_tuesday,BestNights_wednesday,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking_garage,BusinessParking_lot,BusinessParking_street,BusinessParking_valet,BusinessParking_validated,ByAppointmentOnly,Caters,CoatCheck,Corkage,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal_breakfast,GoodForMeal_brunch,GoodForMeal_dessert,GoodForMeal_dinner,GoodForMeal_latenight,GoodForMeal_lunch,HappyHour,HasTV,Music_background_music,Music_dj,Music_jukebox,Music_karaoke,Music_live,Music_no_music,Music_video,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,business_id,stars
94,94,Na,Na,none,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,False,True,False,False,False,Na,False,Na,Na,Na,Na,Na,True,False,False,False,False,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,1,False,Na,True,Na,Na,no,0It4d0eFPJ5UnQqe6g2Z3w,2.5
98,98,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,True,True,True,Na,Na,no,0PCBt3JKD6IooicImKNBzA,4.0
120,120,Na,Na,none,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,False,False,False,False,False,Na,False,Na,Na,Na,Na,Na,True,False,False,False,False,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,1,False,False,True,Na,Na,no,0iWPGjWRBrLasX55aJRdOg,4.0
122,122,Na,Na,beer_and_wine,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,Na,Na,Na,Na,Na,True,Na,Na,True,Na,Na,True,False,False,False,False,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,casual,False,True,2,False,True,True,Na,Na,no,0pi1DQ3N8gC6jhdHfDWEMA,4.5
123,123,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,Na,False,1,False,False,True,Na,Na,no,0r1Ow0HYAAjU7oM_2ePN6g,3.5
135,135,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,yes_corkage,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,True,False,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,True,True,True,Na,Na,no,10NSeX03xC2th8-HGFq3sw,3.5
136,136,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,False,False,False,Na,True,Na,Na,Na,Na,False,True,False,False,False,True,False,True,True,True,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,True,True,2,True,True,True,Na,Na,no,15RvAvPxUBl3HmnGMJdtTQ,3.5
137,137,Na,Na,full_bar,False,False,False,True,False,False,False,True,False,Na,Na,True,False,True,True,False,False,False,True,Na,True,False,False,True,False,False,Na,False,False,Na,Na,Na,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,average,Na,False,casual,False,True,2,True,True,True,no,Na,free,17DImn_vPnuwU9hhRFXlUA,4.0
145,145,Na,Na,full_bar,True,False,False,True,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,2,False,Na,True,Na,Na,free,1GaooxqCWHzulI2Ub3CXEw,3.5
149,149,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,False,False,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,False,Na,False,Na,Na,Na,1Kg2YIYlNjzYb8EEgvYUtA,3.5
150,150,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,True,False,False,False,False,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,loud,Na,False,casual,False,False,2,False,Na,True,Na,Na,no,1LUaZFVMEjodl1tbAGF3sQ,4.0
152,152,Na,Na,full_bar,False,False,False,False,True,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,True,False,False,False,False,False,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,True,True,2,True,True,True,Na,Na,no,1MrJJ9tyNyfFrxaNZ67xFg,4.0
153,153,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,True,True,2,False,Na,True,Na,Na,Na,1OrJ5VR2qYarPQfSRi4kOw,2.5
164,164,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,True,False,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,False,True,1,True,True,True,Na,Na,free,1Vbt1GsmtQm2dkC4A2L_-g,4.0
169,169,Na,Na,beer_and_wine,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,True,Na,True,Na,Na,no,1_Dg-GguWatioW4mvFQKQA,4.0
173,173,Na,Na,full_bar,True,False,False,False,False,False,False,True,False,Na,yes_free,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,True,Na,False,Na,Na,Na,False,False,False,False,True,True,False,Na,True,Na,Na,Na,Na,Na,Na,Na,loud,Na,True,casual,True,True,2,False,Na,True,Na,Na,free,1dhPgc7E7IzzpxjHM2LphQ,3.5
175,175,Na,Na,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,Na,casual,False,False,Na,False,Na,True,Na,Na,Na,1fMXFNFwZEtTy9p8sEmiNw,2.0
177,177,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,casual,Na,True,Na,Na,Na,Na,Na,Na,Na,1h8aXynUKXUJM6Q4ZXcwyQ,5.0
183,183,Na,Na,none,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,casual,True,True,1,Na,Na,True,Na,Na,Na,1n-HH6BG913cKQ1tX3wQEg,4.0
198,198,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1yQvJ-By1zO7HzSYhSlz1w,4.5
202,202,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,Na,True,2,True,Na,True,Na,Na,no,2-Y-kNEbrP_m1U9Hc2xH7A,3.5
210,210,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,True,False,False,False,Na,True,Na,Na,False,Na,Na,True,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,1,False,False,True,Na,True,free,24hc1g8a7besgI0tMb3v7w,3.5
211,211,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,False,True,2,True,True,True,Na,True,free,25CzbDgm1MsT31NhA6KYog,4.0
217,217,Na,Na,none,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,casual,Na,True,2,Na,Na,True,Na,Na,Na,2CNCcHA9txth664ALX1wvA,3.5
218,218,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,1,False,Na,True,Na,Na,Na,2ERnU_ihjdwusbdlXSf3gg,3.5
221,221,Na,Na,none,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,quiet,Na,True,casual,False,True,2,True,Na,True,Na,Na,Na,2GDZzcl2Jdn8186EEOTrCg,2.5
228,228,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,very_loud,Na,False,casual,False,True,2,True,Na,True,Na,Na,no,2N6rQXypsq9P8Aiw62YzJQ,3.0
240,240,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,False,True,False,False,False,Na,False,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,loud,Na,False,casual,False,True,2,False,Na,True,Na,Na,no,2XZ4g_ps_H55CmxFs4Pu8A,2.5
243,243,Na,Na,none,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,casual,False,True,1,False,Na,True,Na,Na,Na,2YOVVgyI_Ysnjuzo6gOXBw,3.0
249,249,Na,Na,none,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,False,Na,True,Na,Na,Na,2bWvHWLHRnMgEufaRuggeg,2.5
267,267,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2uema-BPgPt5TWCGjA0-uA,5.0
279,279,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,True,False,False,False,Na,False,Na,Na,Na,Na,Na,True,False,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,True,True,True,Na,Na,free,35JjuQ6nsSNshtt5hyLUCQ,3.5
284,284,Na,Na,none,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,False,False,False,False,False,Na,True,Na,Na,Na,Na,Na,True,False,False,False,False,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,casual,False,True,1,False,False,True,Na,Na,no,3D6Uck9QSdxZKFstf5DGlg,5.0
307,307,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,True,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,False,True,2,True,Na,True,Na,Na,no,3_tWe-D5if9y8RrmMrN7AQ,4.0
311,311,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,False,True,False,False,Na,False,Na,Na,False,Na,Na,True,False,False,False,False,False,False,True,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,False,True,2,False,True,True,Na,True,no,3dyO9LrC9x-qJ2ZpbL9FZA,4.5
312,312,Na,Na,none,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,True,False,False,False,Na,True,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,False,Na,Na,True,True,True,Na,True,free,3ed7T7HvUJUnPf6jDmys9A,4.5
313,313,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,True,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,False,True,True,Na,Na,no,3eexaenBq8HvkTiYjVl3Pg,4.0
316,316,Na,Na,beer_and_wine,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,True,True,2,True,Na,True,Na,Na,Na,3frFidAcPVYAFB2RxxkIdA,3.0
329,329,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,1,False,Na,True,Na,Na,no,3qrfY-XCUKVyrO5T6GskqA,3.0
331,331,Na,Na,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,False,False,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,Na,False,1,False,Na,True,Na,Na,free,3sIEwr4LPEruEt2q8ImypQ,2.5
332,332,Na,Na,none,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,True,False,False,False,Na,True,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,Na,Na,True,True,True,Na,True,free,3s_Imio3mrin_Y8RtIwMxQ,4.5
346,346,Na,Na,beer_and_wine,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,casual,True,True,1,True,True,True,no,True,free,43BhNqFWiJmBs8KkPgJ_KQ,4.0
349,349,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,False,True,False,False,False,Na,False,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,False,True,2,False,Na,True,Na,Na,no,462vn0tiPlmWRcP71yYOTQ,4.0
353,353,Na,Na,none,True,False,False,False,False,True,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,False,True,False,False,Na,True,Na,Na,False,Na,Na,True,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,quiet,Na,True,casual,True,True,2,True,True,True,Na,True,no,49sbCG7F2jvqJsfG6-N8Rw,4.5
354,354,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,quiet,Na,False,casual,False,True,2,True,Na,True,Na,Na,free,49taxSIx7Gwdjnr10QrnUw,4.0
358,358,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,False,True,False,False,Na,False,Na,Na,False,Na,Na,True,False,False,False,False,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,True,True,True,Na,True,free,4CE_jyoNwSYkorer13G5OQ,3.5
365,365,Na,Na,none,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,casual,True,True,2,True,Na,True,Na,Na,no,4KBLVr3PYilTUUWj3DWwVw,3.0
370,370,Na,Na,beer_and_wine,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,False,False,False,False,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,1,False,Na,True,Na,Na,free,4OlIwqXEEXr6YvE3Nz2tTw,3.0
374,374,Na,Na,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,False,False,False,False,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,True,True,True,Na,Na,Na,4R5P-H4bfPjkocOY1W5SZA,3.5
390,390,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,True,False,False,False,False,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,False,1,False,False,True,Na,True,free,4mYS-4UOjTKgsf0tX1_IkQ,4.5
392,392,Na,Na,none,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,False,True,False,True,False,False,False,Na,False,Na,Na,False,Na,Na,False,False,False,False,False,False,False,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,False,2,False,True,True,Na,True,no,4mpSNvmyG89Uqy2ahP4JMQ,3.5
401,401,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,True,False,False,False,Na,False,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,False,True,True,Na,Na,no,50KEvLtQl9Vv4YE1vs681Q,3.5
