,names,stars,NOTbad,NOTgood,NOTmuch,amaz,averag,awesom,bad,basic,beauti,best,better,big,clean,complet,cool,crowd,deli,delici,disappoint,easi,fantast,favorit,fine,free,fresh,fun,good,great,happi,hate,high,huge,kind,larg,least,less,long,new,nice,ok,okay,old,origin,perfect,pertti,pleas,pleasant,plenti,quick,recommend,regular,serious,slow,small,soft,special,spici,surpris,sweet,tasti,top,warm,well,worth,wrong
10,-RQCdTsH5rkG702auLcEqA,3.5,0,0,0,1,0,0,0,1,0,1,3,1,3,0,0,0,0,2,0,0,1,2,0,0,5,0,6,4,0,0,0,1,0,0,1,0,0,0,1,2,3,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,10,0,0
11,-Rsv3qjpn46VK3pBiJxPxg,3.5,2,1,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,3,0,0,1,1,0,0,0,0,26,11,0,0,0,0,1,2,0,0,1,6,4,0,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,1,0,1
12,-S_Ln95liXJAccWi7ItUGw,3.0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13,-Seesl064xCp_FRlG35dbQ,4.0,0,1,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,2,1,0,0,0,0,0,2,0,1,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
14,-WCGJuDoq4yAm58DQpl14Q,3.5,0,0,0,0,0,2,0,0,0,2,4,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,15,4,1,0,0,0,0,0,0,0,0,1,3,3,0,2,0,2,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1
15,-ZaQKvtRGQA-4FoUE_1s4w,4.0,1,0,0,2,2,0,0,0,0,4,3,0,0,0,2,0,0,3,0,1,0,4,0,1,0,0,18,5,1,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,1,0,3,3,2,4,0,0,0,0
16,-fTO9qRo70bblJmbNxOnag,3.5,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,2,1,0,0,5,0,0,2,0,24,10,3,0,1,0,0,2,1,0,1,1,2,0,2,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,1,8,0,2,0,0
17,-j0CbYvlwuJ3Tfx__X38gA,4.5,1,1,1,24,1,8,3,2,1,18,10,1,1,0,1,0,0,22,5,0,10,6,6,0,17,1,54,58,2,0,8,2,1,5,0,3,1,3,15,2,3,1,0,21,0,3,1,3,2,4,0,3,1,7,1,13,1,1,1,4,11,3,25,13,0
18,-sCaUNqEfFOYwtu8WCw5Wg,3.5,0,2,1,5,1,4,1,3,0,12,2,1,2,0,0,0,0,22,2,0,0,6,1,1,5,0,48,43,4,0,9,1,8,4,0,3,4,0,24,5,3,0,0,1,0,2,4,0,4,2,1,1,0,9,1,3,2,1,4,2,16,0,10,2,0
19,-wn8LcDQGOuMzU4RAC4VxQ,3.5,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,2,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,2,0,0,2,1,0
20,09E4gjiUN_nSqaTprCLD9A,3.5,2,1,0,2,4,1,4,0,3,4,1,1,0,0,0,0,0,2,0,0,6,0,0,3,7,1,11,7,2,0,2,0,0,0,3,1,0,1,6,0,2,0,0,4,0,0,2,0,0,1,0,0,0,6,0,1,1,1,6,1,5,3,6,0,0
21,0EyRe-VkW8gYxxZ7NCQXeQ,4.5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
22,0FSH-6mRF7DKjeI98snxrA,3.5,0,0,0,2,0,1,3,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,4,6,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,3,0,0,0,0,2,0,3,0,0,2,0,0,0,1,0,1,0,0,2,1,0
23,0PtNw7RgF4JFcPyP-LqZ_Q,3.5,0,1,1,4,0,1,1,0,0,5,2,1,4,0,0,0,0,2,2,0,2,3,3,0,0,0,17,8,1,0,3,0,1,1,0,0,0,3,0,0,3,0,0,0,0,2,0,1,4,4,0,0,2,3,0,3,0,1,7,2,6,0,1,1,0
24,0Z4__YJxeGnYcbx05Mfw_w,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0aC1_rN0scdHkAy_dDSMWA,2.0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1
26,0ajTatYvxoFd7-C22r6L4w,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27,0fkjHTNaMCT4FjZqaa4euA,3.0,0,0,0,2,3,3,1,0,0,9,5,0,0,0,0,0,0,4,1,0,0,6,1,0,1,0,18,8,1,0,0,0,0,0,1,2,0,4,3,0,0,0,3,3,0,0,0,1,2,1,0,0,0,1,0,1,0,0,0,1,4,0,2,1,1
28,0tn7GWwao_BhZJeTWkwcQA,3.5,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,2,4,0,0,1,0,0,1,0,14,6,0,0,1,1,0,0,0,0,1,0,3,2,0,0,1,2,0,0,0,0,3,2,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0
29,0v7DIprUj2KASqg5PwqhUg,3.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0vAHRd4Xlsdx3fHV8JCRBQ,3.5,5,1,0,4,0,0,0,0,0,10,8,1,2,0,2,1,0,9,1,1,0,10,1,0,9,0,22,22,0,0,3,1,5,2,0,2,0,1,4,0,1,1,0,4,0,0,1,1,3,4,0,1,0,4,1,5,2,0,1,0,11,0,4,0,0
31,1Bc4KYox4Fux-aLV4OfFnA,4.5,2,0,1,8,0,7,4,0,1,29,7,11,6,4,3,0,0,24,4,0,6,16,1,1,6,0,37,75,0,0,6,10,7,17,3,1,5,10,21,2,0,2,0,4,0,4,0,6,2,7,0,2,0,9,0,2,2,0,2,3,23,2,7,4,0
32,1FodVSAxoKqEKYQc3QHgvg,3.5,1,1,0,2,2,0,1,0,0,4,0,3,0,0,1,0,0,4,0,0,0,3,0,0,1,0,18,14,0,0,2,1,2,1,0,0,0,2,2,0,0,1,0,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,6,0,1,1,1
33,1FqQ0L--8sviAKNR97K5UA,3.5,0,0,0,5,2,4,2,0,0,8,2,0,3,0,0,0,0,1,0,0,1,3,0,0,9,0,12,5,1,1,0,0,0,9,0,3,0,1,2,1,1,0,0,2,0,0,0,0,0,5,3,1,0,1,0,2,1,0,0,0,0,0,0,0,0
34,1SJk2iDxDNLaCWXC-S-GPA,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1hqOjPxgH8IXE4bNq6DFiw,3.5,0,1,2,6,2,2,6,2,0,51,12,6,2,0,1,1,0,6,8,1,3,20,2,0,3,3,77,45,2,1,9,0,2,1,2,2,0,1,9,16,1,2,1,6,0,0,1,0,7,4,1,0,0,18,0,2,3,3,0,2,3,0,7,5,0
36,1m4zUU1cioq1tKLiLvlDgA,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0
37,1mOL0ZVy622lo7hc0f1vXQ,4.0,0,0,1,3,0,2,0,0,0,8,1,0,2,0,0,0,0,1,0,0,0,6,1,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0
38,1n8bvxpBoUOAJsC5csuV3Q,4.5,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0
39,1nlWzyHiSXXFVC0ISKjryw,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1qYCUtw6_ehv7u_FxiE8IA,4.5,0,1,2,18,0,5,1,3,0,25,2,2,0,0,5,0,0,19,0,2,1,12,0,0,9,1,32,19,3,0,2,1,1,0,1,2,2,3,2,2,0,0,0,14,0,1,0,2,3,6,2,1,1,1,1,1,16,1,1,6,34,0,7,7,0
41,1sZRrH4lZwUzeCJabZEBQQ,4.0,1,0,3,2,0,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,5,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0
42,1uH4zHOUSzaWFzWqsVsQlQ,3.0,0,0,0,0,4,3,1,0,0,5,7,0,0,0,0,0,0,4,1,0,0,2,0,1,0,0,3,6,0,0,1,0,0,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
43,1zl7-8t8jQ4NX29qRp8soA,4.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
44,21HC9HeDaWy3vBHb9AaGGA,4.5,0,0,0,3,0,3,0,0,0,3,1,2,1,0,0,0,0,6,1,0,0,3,0,0,2,1,24,16,0,0,1,1,1,1,0,0,0,1,6,0,0,0,0,3,0,0,1,0,0,1,2,0,0,1,0,5,1,2,4,1,2,0,1,1,0
45,26gv3c-XzkuC6oKW7YNpdg,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
46,27m3lsK3LpZm5XeGM4oVNw,4.0,0,2,0,0,3,1,0,0,0,8,3,1,0,0,0,2,0,1,0,2,0,3,0,0,2,0,6,4,0,0,0,0,0,1,1,1,3,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,4,0,1
47,2A9gJkmWbBVoh6kK0jDlxA,4.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
48,2Ezp_HYCIVE-h7hpBBvtxw,4.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
49,2LVuwl-eH-8PYikyFmqcTQ,2.5,0,3,2,1,1,2,4,0,0,2,5,0,1,0,0,1,0,0,0,0,2,3,0,2,0,0,6,9,0,0,1,2,1,8,0,2,3,2,3,3,0,0,0,1,0,0,1,1,0,1,0,0,0,2,0,3,0,1,3,1,6,0,3,0,1
50,2PBPh8LTwt_mXP0GUYa9NQ,4.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,3,0,6,6,0,0,3,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,1,2,7,0,1,1,0
51,2RUfgq0oH5QOYENT6xzO4A,4.0,0,0,1,9,3,3,0,0,0,5,0,2,0,0,0,0,0,3,2,0,2,0,0,0,2,0,17,14,0,0,2,2,0,1,0,1,0,0,1,1,1,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,2,0
52,2To5KDQepjSUpdA5oPPRog,4.0,0,0,0,0,1,1,1,0,0,3,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,21,8,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,7,1,2,0,0,4,2,0,0,0,1,2,0,0,1,0,0
53,2UCXCbv7qaO3d8FfQd4Ing,3.0,1,1,2,2,4,2,3,6,0,10,7,1,1,0,0,0,0,6,3,0,0,6,1,0,8,0,37,16,1,0,1,2,1,12,1,4,1,1,12,4,5,1,0,6,0,4,0,2,8,0,6,0,0,5,0,5,0,2,2,2,8,0,5,0,5
54,2VnPnlU4pH-3TyFf436Wzg,3.5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
55,2X3gsHAStlvhAQDOvOxEoQ,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,2Z6-egGY-_W_-GLy3df7-w,3.0,2,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0
57,2aWEAcLZyKJPvpGAOCnVaA,4.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
58,2d9yZ11uVa83OEQWxe4vlQ,4.5,0,0,3,0,0,1,1,2,0,24,0,0,0,1,3,0,0,7,0,0,1,5,0,0,2,0,15,14,0,0,3,0,2,5,0,1,0,1,8,0,0,3,0,4,0,0,1,3,0,2,0,1,0,3,0,2,1,3,1,2,5,0,1,2,0
59,2v3uI97JPebCDaTNy8jdwg,4.0,0,1,0,3,0,0,0,0,0,10,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4,0,0,2,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,6,2,1,4,0
60,2wCzZUwcqRRBrAtBBYxnog,4.5,0,0,0,5,0,5,2,1,0,12,0,0,1,0,0,0,1,9,0,0,3,4,0,0,9,0,5,11,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,4,2,0,0,3,0,1,0,1,0,3,1,0,5,1,0
61,2wU2cdWiKegJujTliMJx0w,3.5,2,1,0,0,3,2,1,0,0,6,4,3,0,0,0,0,0,9,0,0,1,8,1,1,0,0,17,19,0,1,4,0,0,4,3,0,0,6,1,4,0,0,0,0,0,2,1,0,3,6,3,0,0,1,0,1,1,1,1,1,13,2,3,0,1
62,30uxz3C85N_QnpDoyz0ytw,4.0,0,0,0,1,0,2,2,2,0,3,2,0,1,0,0,0,0,2,0,0,0,1,3,0,0,1,23,29,0,0,2,0,3,2,0,1,0,0,7,2,0,0,0,0,0,0,0,0,5,1,0,1,1,0,0,2,0,2,2,1,2,0,3,3,0
63,38aN0fB_zHtkw1kb3lSj8g,4.0,5,0,2,10,2,5,0,2,0,24,3,3,0,1,1,1,0,23,0,0,4,11,1,0,1,0,73,65,2,1,2,1,3,5,2,0,0,5,4,1,1,7,0,23,0,0,0,2,3,8,4,0,1,4,0,8,2,0,2,7,19,0,7,3,0
64,3Cbl3_Lm1ahwxbBvq--rFg,3.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,3DQKaQN2wjWTWUN0EBwkzw,5.0,0,1,0,1,0,1,0,0,0,20,4,0,0,0,1,0,0,0,0,0,3,4,0,0,1,0,7,3,0,2,0,0,0,0,0,2,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0
66,3F3At4YBSHEnG7uMinQPnQ,2.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,6,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,1,2,0,1,0,1,0,0,0,0,2,2,3,1,0
67,3R28YY7Jw_EJs0-X8qDArw,4.0,1,0,0,1,2,2,0,0,1,11,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,0,11,9,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,6,0,0,1,0,4,1,0,0,0,1,0,3,0,0,1,0,7,0,2,0,1
68,3RWJGTSIRvGmIbwvMqAOuw,3.5,4,0,0,2,0,0,5,1,0,0,1,0,1,0,0,0,0,6,3,0,5,0,2,0,5,0,10,15,3,0,0,1,1,1,1,0,0,1,4,1,0,3,0,0,0,0,0,0,0,1,0,2,0,5,0,1,0,3,4,1,0,5,6,2,0
69,3Sm8GncbpIwnCE2M55TIbA,4.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3fRRzgNdmGS4F7FiSBtRKw,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0
71,3fx50m708Tl3xJmSoDpRWQ,4.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
72,3gkqdLgL1Ca0hy1YRsA2Gw,4.0,0,0,0,2,2,0,1,0,1,7,4,1,2,0,0,0,0,3,0,2,0,6,0,5,4,0,12,15,0,0,0,0,2,0,0,0,1,2,1,0,2,0,0,1,0,0,0,1,8,0,1,0,0,0,0,0,3,0,0,2,12,0,0,1,0
73,3nDxqHvf7L5AdEAAeMaQAg,2.0,0,0,0,2,0,0,2,0,0,1,10,0,1,0,0,0,0,0,3,1,0,0,1,5,0,0,5,7,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,2,1,0,0,4,3,2,0,1
74,3nmHVtQbqFccjr-nBholOA,4.5,0,0,0,1,0,1,0,0,0,1,0,2,2,0,3,0,0,3,1,0,5,4,0,1,7,0,10,12,1,0,1,0,0,1,0,1,0,2,8,1,0,1,0,2,0,0,1,2,8,1,0,2,0,1,0,2,0,0,0,1,4,1,4,1,2
75,3ukqpcOyqv-KYLULRtEYEw,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
76,3v8vcGGeJRZXTGxpeyq0gA,3.5,0,0,0,4,1,1,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,7,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,1,5,0,2,0,0,1,0,2,0,0
77,41LxL4cESUpvenFmcdwm0w,4.0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,1,0,1,0,0
78,41f1utKc483Fw4mP4AFfJA,3.0,2,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0
79,45wDLpgW2BFrCRqlf19Efg,4.0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,16,4,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,1,2,0,1,1,2,0,2,0,2,2,0
80,48jrpdXh98gzP5CxPwQyvw,3.5,0,0,0,3,2,3,0,0,0,4,2,0,4,0,0,2,0,7,0,0,2,1,1,2,1,0,16,25,0,0,0,1,0,2,0,2,1,0,3,1,1,1,0,0,0,2,5,0,4,1,1,2,2,1,0,3,0,2,0,4,0,1,1,3,1
81,497iuIdzSZqEVZ_iTnp-Jg,4.5,0,0,1,5,0,5,1,1,0,9,0,1,5,0,0,0,0,15,0,0,1,5,0,1,3,0,27,48,0,0,3,6,0,4,0,0,2,1,15,0,0,1,0,2,0,0,1,0,2,4,1,2,0,0,0,13,1,2,6,1,5,0,6,2,1
82,4DQ4lTgPz1oaaPLxRtkFQQ,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0
83,4GUXkFjJL5SEZK-qtDZSKA,4.0,2,0,0,2,0,3,0,0,1,7,1,0,1,0,0,1,0,7,0,0,5,0,1,0,2,0,21,10,0,0,1,2,1,4,1,0,1,0,5,2,0,0,0,2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,3,1,0,4,0,0
84,4HmMIJHY8lCdINvrxyyvrQ,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
