,Unnamed: 0,AcceptsInsurance,AgesAllowed,Alcohol,Ambience_casual,Ambience_classy,Ambience_divey,Ambience_hipster,Ambience_intimate,Ambience_romantic,Ambience_touristy,Ambience_trendy,Ambience_upscale,BYOB,BYOBCorkage,BestNights_friday,BestNights_monday,BestNights_saturday,BestNights_sunday,BestNights_thursday,BestNights_tuesday,BestNights_wednesday,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking_garage,BusinessParking_lot,BusinessParking_street,BusinessParking_valet,BusinessParking_validated,ByAppointmentOnly,Caters,CoatCheck,Corkage,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal_breakfast,GoodForMeal_brunch,GoodForMeal_dessert,GoodForMeal_dinner,GoodForMeal_latenight,GoodForMeal_lunch,HappyHour,HasTV,Music_background_music,Music_dj,Music_jukebox,Music_karaoke,Music_live,Music_no_music,Music_video,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,business_id,stars
54,54,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,True,False,False,False,True,False,True,True,Na,True,False,True,False,False,False,Na,False,Na,Na,Na,Na,Na,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,loud,Na,True,casual,False,True,2,True,Na,True,Na,Na,free,-d8gt_XhhUQh2CxlWJe-xw,4.0
56,56,Na,Na,full_bar,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,no,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,dressy,False,False,3,True,Na,False,Na,Na,Na,-gP02HuP8GyZHa4R3omLAg,3.5
58,58,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,quiet,Na,True,casual,False,False,2,False,Na,True,Na,True,free,-i3pCgQi_Y9NiSSWs6G7bw,4.0
62,62,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,True,True,False,False,Na,False,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,True,True,True,Na,Na,no,-kmPZ1i8fJBCAlVcTWqAeA,4.0
71,71,Na,Na,full_bar,False,True,False,False,False,False,False,False,True,Na,Na,True,False,True,False,False,False,True,True,Na,True,False,False,True,False,False,False,True,True,Na,Na,Na,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,Na,False,quiet,Na,True,dressy,False,True,3,True,True,True,no,Na,free,-wXyBph4d0IQlQrS8H1rDw,3.5
74,74,Na,Na,full_bar,False,True,False,False,True,True,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,True,False,False,Na,True,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,False,dressy,False,True,3,True,Na,False,Na,Na,no,-zu_7iWh5CnV9kEQyCDAQQ,3.0
75,75,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,1,True,Na,True,Na,Na,free,0-kqF27U3eBsSDtlm986Ww,4.0
76,76,Na,Na,full_bar,False,False,False,False,False,False,False,True,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,2,True,Na,True,Na,Na,free,00pYR20Rbt8c1r86UNlBJg,4.0
78,78,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,True,False,True,False,True,False,False,True,Na,True,True,False,True,False,False,Na,False,Na,Na,Na,Na,False,False,False,False,False,True,True,True,Na,True,True,False,False,False,False,False,False,average,Na,True,casual,False,True,2,True,Na,True,Na,Na,free,04kZ5CSh6oKhI5huU5bLdg,3.0
79,79,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,False,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2,Na,Na,True,Na,Na,Na,05eAmJ5grMsan3oEHmutmQ,4.0
84,84,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,False,True,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,0DnaXWgViDVmll2w1g3Kig,2.5
85,85,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,True,False,True,True,False,Na,True,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,2,False,Na,True,Na,Na,free,0EcCWB9_VxTOoAh_1Wr_RQ,3.0
96,96,Na,Na,full_bar,True,False,False,False,False,False,False,True,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,True,False,False,False,Na,True,False,Na,Na,Na,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,average,Na,True,casual,False,True,2,True,Na,True,no,Na,free,0NoHJtug9xefI2OnsANaMA,3.5
103,103,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,Na,Na,Na,Na,Na,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,average,Na,True,casual,False,True,2,True,True,True,no,Na,free,0QThBvFYadl5_t4P_rKd8Q,3.5
105,105,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,False,True,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,very_loud,Na,True,casual,False,True,2,False,Na,True,Na,Na,free,0VDcJitRHh5uJnkjymu_6A,2.0
106,106,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,False,False,False,Na,False,Na,Na,False,False,Na,True,False,False,True,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,2,False,True,False,Na,True,no,0VUbtKyg-_2Y4T1ct2KUNQ,3.5
107,107,Na,Na,full_bar,False,False,False,False,False,False,False,True,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,very_loud,Na,True,casual,False,True,2,True,Na,True,Na,Na,no,0Wy4gw8krao9nGq-sHWFSQ,3.0
108,108,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,0YA3RpY5KXcezPXcjdfOGQ,2.5
112,112,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2,False,Na,False,Na,False,Na,0aLecdrpq178SOb2FdL8Ig,5.0
113,113,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,True,False,2,False,Na,True,Na,Na,no,0aT7sqTIIv5zMApt4p4VWQ,3.5
131,131,Na,Na,full_bar,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,casual,False,False,Na,True,Na,True,Na,Na,Na,0xeS1Vpz4bQPlLQxeGGUSQ,2.5
142,142,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,True,False,False,False,False,Na,False,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,loud,Na,True,casual,False,True,2,True,Na,True,Na,Na,free,1FDhJNAuPXRGbMi9x0muGA,3.5
146,146,Na,Na,full_bar,False,False,False,False,False,False,False,True,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,False,False,True,False,True,False,False,True,True,Na,Na,Na,Na,Na,Na,Na,loud,Na,False,casual,False,True,2,True,Na,True,Na,Na,free,1HfkEkNhI6XJXkgrCTBKpw,4.0
147,147,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,True,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,casual,False,True,2,False,Na,True,Na,Na,Na,1HtxtLaFgTeerAuF9Q5jRQ,3.0
151,151,Na,Na,full_bar,False,False,False,True,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,Na,Na,Na,Na,Na,Na,False,False,False,False,False,False,False,True,True,Na,Na,Na,Na,Na,Na,Na,very_loud,Na,False,casual,False,True,2,False,True,True,Na,Na,free,1M6tA3TqxcpptHW0_hP9Kw,3.5
155,155,Na,Na,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,False,Na,True,Na,Na,Na,1R0SfOQnSknw4wzrZGaFVw,4.5
156,156,Na,Na,full_bar,True,False,False,False,False,False,False,True,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,True,False,True,False,False,Na,False,Na,Na,Na,Na,Na,False,False,True,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,loud,Na,False,casual,False,True,2,True,True,True,Na,Na,free,1RECFIhw6tdiP4l3smu6Kw,3.5
160,160,Na,Na,none,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,False,False,Na,False,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,False,Na,True,Na,Na,free,1UrXBPneHKLgmr-OYZUHmA,3.0
165,165,Na,Na,full_bar,True,False,False,False,False,False,False,True,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,Na,False,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,True,False,Na,False,Na,Na,Na,Na,Na,average,Na,True,Na,Na,True,2,False,Na,False,no,Na,no,1WBGs0wJYK68UJ2DwUAI_A,4.5
167,167,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,False,False,False,Na,True,Na,Na,Na,Na,Na,True,False,False,False,False,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,2,True,True,True,Na,Na,free,1XdWZTPXPRRaE0SsEbHcQQ,3.5
168,168,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,True,True,2,True,Na,True,Na,Na,free,1YC7AbQMlNb5mLUlwwaa3w,3.5
170,170,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,False,False,True,True,True,False,False,True,Na,True,False,True,False,False,False,Na,False,Na,Na,Na,False,False,True,Na,Na,Na,Na,Na,Na,True,True,False,False,False,False,False,False,False,average,Na,True,Na,False,True,2,True,Na,True,outdoor,Na,free,1cEtxHqi2aYNmu949sK6Gg,4.5
172,172,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,False,False,False,Na,True,Na,Na,Na,False,Na,True,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,True,True,2,True,True,True,Na,True,free,1dYpffQi3qdh-dkXF4LZBw,4.0
188,188,Na,Na,Na,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,False,False,False,False,False,False,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,1pSulg40hoGWWTMivqoaew,4.5
191,191,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,dressy,False,False,4,True,Na,False,Na,Na,no,1rZrU5iXF7W-Mq7vPpyY2A,3.0
193,193,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,True,True,False,False,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2,Na,Na,False,Na,Na,Na,1swoSKie61IGamgmR9oUaw,4.0
194,194,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,casual,False,True,2,Na,Na,True,Na,Na,Na,1tTC8S4d1gbs9HLGbSmDww,3.5
196,196,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1wLqGlSCzkBCmgKSVX9EwQ,4.0
199,199,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,very_loud,Na,False,casual,Na,False,2,False,Na,True,Na,Na,Na,1yjkuM180FSUxo__fR8WAw,2.5
208,208,Na,Na,full_bar,False,False,False,False,True,False,False,False,False,Na,yes_corkage,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,False,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,False,3,True,Na,True,Na,Na,no,23gakZ_NlN3K0SqOBybwug,4.0
209,209,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,False,False,Na,False,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,dressy,False,True,3,True,Na,False,Na,Na,Na,24ZF_CY04CplqUaOu7U_aQ,3.5
213,213,Na,Na,none,True,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,True,False,False,False,Na,False,Na,Na,Na,Na,Na,True,True,True,False,False,False,True,Na,False,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,1,False,Na,True,Na,Na,no,2706goA6nyUtHbOrPoATCw,2.0
219,219,Na,Na,full_bar,False,True,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,False,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,2,True,Na,True,Na,Na,no,2EhBiUnUTl_H2s4DXdKCTg,4.0
222,222,Na,Na,full_bar,False,False,False,False,True,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,True,False,False,False,Na,True,Na,Na,True,Na,Na,False,False,False,False,False,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,3,True,True,True,Na,True,free,2GtsN4VziQDzDK5YGToSqg,3.5
223,223,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,False,False,False,True,False,Na,True,Na,Na,False,Na,Na,False,False,False,False,False,False,False,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,True,casual,False,True,2,True,True,True,Na,True,free,2JYszoQKgJj6pPbaN7cLwQ,3.5
232,232,Na,Na,full_bar,True,False,False,False,False,False,False,False,False,Na,Na,False,False,False,False,False,False,False,True,Na,True,False,False,True,False,False,Na,Na,False,Na,Na,Na,True,Na,Na,Na,Na,Na,Na,Na,True,True,Na,Na,True,Na,Na,Na,Na,loud,Na,False,Na,Na,True,1,False,Na,Na,yes,Na,free,2S58GSduz0wRzX8TVkvUQA,3.5
235,235,Na,Na,full_bar,False,False,False,False,False,False,False,True,False,Na,Na,False,False,True,False,False,False,False,True,Na,True,False,False,True,False,False,Na,True,False,Na,True,Na,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,Na,False,average,Na,True,casual,False,True,2,True,True,True,no,True,free,2VRVAhzefxIqjzbQ21LdHg,3.5
236,236,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,Na,True,False,True,False,False,False,Na,True,Na,Na,Na,Na,Na,True,False,False,False,True,False,True,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,casual,False,True,2,True,True,True,Na,Na,no,2Vf1iEMIzHH5NPqOlrDkpw,2.5
241,241,Na,Na,full_bar,False,False,False,False,False,True,False,True,False,Na,Na,False,True,False,False,True,False,False,True,Na,True,False,False,True,False,False,Na,True,Na,Na,Na,Na,Na,False,False,False,False,False,False,False,False,True,Na,Na,Na,Na,Na,Na,Na,very_loud,Na,True,casual,False,False,2,False,True,True,Na,Na,free,2Xbu_vMtwx9yvSlMKJB8yQ,4.0
242,242,Na,Na,full_bar,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,True,False,True,True,True,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,dressy,Na,True,3,True,True,Na,Na,True,no,2YA_V5NMOQ3vBwyMKtQ95Q,3.5
245,245,Na,Na,full_bar,False,False,False,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,False,False,False,False,False,Na,Na,Na,Na,Na,Na,Na,Na,False,False,False,False,False,False,Na,True,Na,Na,Na,Na,Na,Na,Na,average,Na,False,Na,Na,True,1,Na,Na,Na,Na,Na,Na,2_7lYF6P2cYKnSiPhhVyPQ,3.0
246,246,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,False,Na,Na,False,Na,False,Na,Na,Na,2_fqvnKSHvP_taWGlDynIQ,3.0
252,252,Na,Na,full_bar,True,True,False,False,True,False,False,True,False,Na,Na,True,False,False,False,True,False,True,False,Na,True,False,True,True,False,False,Na,True,False,Na,Na,Na,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,loud,Na,False,casual,False,True,2,True,True,False,no,True,free,2d9ABtvEBcGCcN6B13Fy1w,4.5
254,254,Na,Na,full_bar,True,False,False,True,False,False,False,True,False,Na,Na,True,False,True,False,True,False,False,True,Na,True,False,False,True,False,False,Na,Na,False,Na,Na,Na,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Na,False,average,Na,True,casual,False,True,2,False,False,False,no,Na,Na,2dNjePYVp2AVei4ZoSDaaA,4.0
