,names,stars,NOTbad,NOTgood,NOTmuch,amaz,averag,awesom,bad,basic,beauti,best,better,big,clean,complet,cool,crowd,deli,delici,disappoint,easi,fantast,favorit,fine,free,fresh,fun,good,great,happi,hate,high,huge,kind,larg,least,less,long,new,nice,ok,okay,old,origin,perfect,pertti,pleas,pleasant,plenti,quick,recommend,regular,serious,slow,small,soft,special,spici,surpris,sweet,tasti,top,warm,well,worth,wrong
17,00pYR20Rbt8c1r86UNlBJg,4.0,0,1,0,14,0,6,3,2,5,7,6,1,2,0,0,0,0,14,6,0,2,5,0,3,16,3,30,43,2,0,7,3,5,2,1,1,6,2,9,3,0,3,1,6,0,0,1,0,1,3,0,0,6,6,2,0,4,1,2,8,5,4,3,6,1
18,04kZ5CSh6oKhI5huU5bLdg,3.0,6,3,4,10,19,16,10,8,1,13,30,2,3,4,7,5,0,22,13,1,18,10,13,8,4,8,161,139,25,0,19,11,9,15,6,3,9,6,31,22,6,2,2,9,0,1,2,10,12,20,9,4,11,6,0,20,5,9,29,13,16,1,29,3,2
19,05eAmJ5grMsan3oEHmutmQ,4.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0
20,0DnaXWgViDVmll2w1g3Kig,2.5,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5,5,0,0,2,1,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
21,0EcCWB9_VxTOoAh_1Wr_RQ,3.0,2,0,3,6,4,9,13,0,2,3,3,3,1,0,2,2,0,1,3,0,1,1,5,0,4,7,43,39,3,0,2,1,4,0,0,0,2,1,19,6,1,2,0,5,0,0,1,4,4,6,0,2,4,2,0,2,0,5,1,3,10,1,8,3,0
22,0NoHJtug9xefI2OnsANaMA,3.5,4,5,0,13,4,9,6,5,3,11,14,1,5,4,0,0,0,12,10,0,5,5,2,0,10,3,87,67,3,0,11,4,2,5,0,4,3,6,47,4,2,0,0,7,0,4,3,0,4,6,1,0,6,6,0,3,3,4,5,7,1,1,18,2,2
23,0QThBvFYadl5_t4P_rKd8Q,3.5,1,0,0,5,1,5,1,1,2,3,5,0,0,0,0,1,0,5,3,0,1,2,0,0,1,7,19,21,8,0,0,1,1,0,0,0,0,0,11,3,1,1,0,10,0,0,1,0,4,4,0,1,4,1,0,2,4,1,0,4,4,0,4,1,1
24,0VDcJitRHh5uJnkjymu_6A,2.0,4,1,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0,1,0,1,1,1,20,4,0,1,1,4,1,1,2,2,2,0,2,1,2,0,0,0,0,0,3,0,0,0,4,0,3,1,0,1,0,1,0,1,2,0,1,0,0
25,0VUbtKyg-_2Y4T1ct2KUNQ,3.5,8,6,1,24,17,17,5,3,0,22,30,4,5,2,10,0,0,27,22,3,5,11,1,0,6,6,145,88,10,4,11,7,6,8,3,7,8,20,27,26,8,2,5,15,0,3,6,4,10,12,4,5,8,22,4,10,0,6,45,14,14,2,24,11,8
26,0Wy4gw8krao9nGq-sHWFSQ,3.0,1,5,2,3,2,0,6,0,3,2,6,5,3,2,4,0,0,2,3,0,0,1,0,0,3,2,34,29,2,0,3,5,5,8,1,0,4,6,8,4,0,0,1,1,0,1,0,2,1,2,1,1,7,0,0,6,1,0,9,4,4,1,9,0,3
27,0YA3RpY5KXcezPXcjdfOGQ,2.5,0,0,0,2,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0aLecdrpq178SOb2FdL8Ig,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
29,0aT7sqTIIv5zMApt4p4VWQ,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,0xeS1Vpz4bQPlLQxeGGUSQ,2.5,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1FDhJNAuPXRGbMi9x0muGA,3.5,3,0,1,5,0,4,0,1,2,9,7,2,1,0,1,1,0,11,2,0,1,3,0,0,4,5,41,51,0,0,6,4,1,1,0,1,4,2,6,6,1,2,1,3,0,1,3,3,6,6,1,0,6,4,1,0,1,5,0,4,3,0,8,0,3
32,1HfkEkNhI6XJXkgrCTBKpw,4.0,2,4,2,38,8,32,6,0,5,43,18,14,1,4,23,10,0,47,12,3,8,18,13,2,16,18,222,224,25,0,16,5,10,16,5,4,15,11,71,11,6,4,0,30,0,2,11,6,12,25,3,3,3,8,2,11,2,14,18,18,21,2,40,8,4
33,1HtxtLaFgTeerAuF9Q5jRQ,3.0,2,0,0,0,2,2,2,0,0,0,2,0,2,0,0,0,0,5,0,0,2,1,0,0,1,0,12,9,0,0,0,0,0,0,1,0,4,0,1,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,1,4,1,2,3,1
34,1M6tA3TqxcpptHW0_hP9Kw,3.5,3,1,3,11,3,8,1,3,1,15,6,1,1,2,19,8,0,13,1,0,5,9,8,3,5,11,77,71,4,1,2,9,5,1,0,0,3,7,24,4,11,0,0,4,0,0,0,0,8,5,5,2,4,10,0,9,1,3,1,12,10,3,15,1,0
35,1R0SfOQnSknw4wzrZGaFVw,4.5,0,0,0,0,0,1,1,0,0,1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1RECFIhw6tdiP4l3smu6Kw,3.5,4,9,2,27,5,26,9,5,1,11,13,9,4,1,5,4,0,40,12,1,20,11,8,7,4,5,156,180,8,3,17,9,3,10,4,9,3,10,23,10,6,7,2,23,0,9,4,6,21,21,4,1,6,18,0,24,4,3,35,16,13,6,27,11,6
37,1UrXBPneHKLgmr-OYZUHmA,3.0,0,2,0,0,0,0,1,0,0,0,3,0,2,2,0,0,0,1,1,0,1,0,0,0,0,0,6,5,1,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,2,0,0,0,1,1,2,0
38,1WBGs0wJYK68UJ2DwUAI_A,4.5,0,0,0,3,0,6,2,2,1,4,1,0,0,0,2,0,0,6,0,0,1,4,0,0,0,3,12,28,0,0,3,0,1,1,0,1,3,9,16,1,0,0,0,5,0,0,0,2,7,11,0,0,0,9,0,0,0,3,1,0,2,1,2,2,0
39,1XdWZTPXPRRaE0SsEbHcQQ,3.5,1,0,1,2,1,2,0,0,2,4,3,0,1,0,0,3,0,5,2,0,4,2,5,2,3,0,16,9,2,0,4,0,0,1,0,0,0,1,19,0,2,0,0,0,0,1,1,0,2,1,0,0,3,2,0,0,0,0,1,2,1,0,5,1,1
40,1YC7AbQMlNb5mLUlwwaa3w,3.5,0,0,2,3,5,8,3,0,0,11,8,2,3,2,3,1,0,5,2,0,2,3,0,1,0,2,51,39,11,0,1,3,8,7,1,1,4,3,6,3,3,0,0,2,0,0,0,0,0,6,4,0,4,7,0,2,1,1,1,0,5,0,4,1,2
41,1cEtxHqi2aYNmu949sK6Gg,4.5,0,1,1,14,5,10,0,0,0,10,7,3,3,0,0,3,0,5,0,0,7,6,3,0,3,1,33,50,4,0,0,5,3,6,1,1,1,7,8,1,2,0,2,1,0,0,0,0,2,1,0,1,1,3,0,3,0,0,0,0,2,0,3,3,1
42,1dYpffQi3qdh-dkXF4LZBw,4.0,13,7,9,36,9,39,16,7,0,42,25,9,5,3,7,2,0,55,10,1,7,35,4,6,12,19,145,134,12,0,12,9,12,4,4,8,35,6,32,5,3,0,1,24,0,1,4,3,12,15,10,4,14,10,4,10,5,6,14,10,46,0,30,16,5
43,1pSulg40hoGWWTMivqoaew,4.5,0,0,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,10,0,1,0,4,0,0,0,1,12,11,0,0,4,2,1,0,2,0,0,0,4,0,0,1,0,4,0,0,1,0,0,2,0,0,0,0,2,0,1,1,0,2,3,0,1,0,0
44,1rZrU5iXF7W-Mq7vPpyY2A,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0
45,1swoSKie61IGamgmR9oUaw,4.0,0,2,0,3,4,0,0,0,0,1,2,2,0,1,1,0,0,7,1,1,1,0,0,0,0,0,16,20,0,0,0,1,0,4,2,0,4,2,1,1,0,1,0,4,0,1,0,5,1,1,0,1,0,3,0,0,0,0,2,0,2,0,1,0,0
46,1tTC8S4d1gbs9HLGbSmDww,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1wLqGlSCzkBCmgKSVX9EwQ,4.0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,3,8,17,1,0,1,0,0,0,2,0,1,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
48,1yjkuM180FSUxo__fR8WAw,2.5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49,23gakZ_NlN3K0SqOBybwug,4.0,2,2,2,20,0,9,1,1,2,19,10,0,1,5,2,1,0,31,5,0,10,9,2,0,3,5,56,59,3,1,9,2,2,2,2,2,4,5,15,6,2,1,0,28,0,4,2,0,1,12,0,4,2,19,2,16,6,3,18,16,10,1,19,4,0
50,24ZF_CY04CplqUaOu7U_aQ,3.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
51,2706goA6nyUtHbOrPoATCw,2.0,1,0,0,2,2,2,4,4,0,2,1,0,4,2,0,0,0,3,5,1,0,2,2,0,3,0,13,18,0,0,0,0,2,0,0,2,5,3,4,4,2,1,0,5,0,1,2,0,3,1,0,0,5,1,2,1,0,2,0,0,0,2,1,0,2
52,2EhBiUnUTl_H2s4DXdKCTg,4.0,0,5,0,20,3,7,4,2,7,16,10,0,2,0,1,0,0,47,4,0,7,15,4,2,13,0,91,99,2,1,8,0,3,3,4,1,2,3,47,4,1,1,2,25,0,3,1,0,4,13,2,1,2,8,1,14,2,0,18,9,10,13,15,2,0
53,2GtsN4VziQDzDK5YGToSqg,3.5,0,0,0,5,1,0,0,0,1,9,2,1,0,1,0,1,0,6,8,0,2,3,2,4,4,0,17,15,0,0,5,0,2,1,1,1,2,2,8,2,0,1,0,2,0,1,5,0,0,3,1,0,0,2,0,2,2,1,0,1,2,1,9,0,0
54,2JYszoQKgJj6pPbaN7cLwQ,3.5,0,0,0,1,0,2,0,0,1,0,3,0,2,0,0,2,0,5,0,1,3,0,0,0,1,0,10,9,0,0,0,0,0,0,0,0,0,0,9,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0
55,2S58GSduz0wRzX8TVkvUQA,3.5,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,2VRVAhzefxIqjzbQ21LdHg,3.5,1,5,4,3,11,33,10,1,5,15,4,7,4,1,8,3,0,17,6,1,9,7,4,5,9,1,82,85,11,0,13,15,4,13,3,2,5,9,41,16,10,0,0,5,0,1,5,7,9,18,1,1,7,14,1,3,1,8,2,8,7,2,17,4,3
57,2Vf1iEMIzHH5NPqOlrDkpw,2.5,0,2,0,3,0,4,3,3,1,4,4,0,4,0,0,1,0,1,2,0,2,0,2,0,0,0,19,19,1,0,2,0,3,1,0,0,2,0,9,3,2,1,0,1,0,0,4,0,1,3,0,3,1,0,1,1,0,0,0,0,0,1,7,3,0
58,2Xbu_vMtwx9yvSlMKJB8yQ,4.0,1,0,0,3,0,1,0,0,0,1,2,0,0,0,0,0,0,6,1,0,5,3,1,0,2,1,21,15,2,0,8,0,0,1,0,0,1,0,9,2,3,0,0,4,0,0,0,1,1,2,0,0,0,15,0,1,0,1,1,8,0,1,4,3,0
59,2YA_V5NMOQ3vBwyMKtQ95Q,3.5,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
60,2_7lYF6P2cYKnSiPhhVyPQ,3.0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,2_fqvnKSHvP_taWGlDynIQ,3.0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,1,0,0,0,5,0,3,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0
62,2d9ABtvEBcGCcN6B13Fy1w,4.5,0,1,1,18,4,9,0,1,1,9,5,1,2,0,4,0,0,20,1,1,6,5,0,0,5,2,44,59,13,0,10,0,3,0,0,0,2,5,12,1,0,0,0,7,0,1,2,0,2,10,1,3,0,2,2,18,1,3,0,5,4,4,11,2,0
63,2dNjePYVp2AVei4ZoSDaaA,4.0,0,0,0,1,1,7,0,0,0,3,4,0,3,0,3,1,0,0,0,0,0,3,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,8,6,1,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,2,0,0,1,0
64,2ipAUIW4kVsE6nl4aREgag,4.0,0,0,0,4,0,1,0,0,0,7,2,1,2,0,0,0,0,8,1,0,1,1,0,0,4,2,31,39,2,0,4,0,0,5,1,0,1,0,3,3,0,0,0,1,0,0,1,2,1,3,1,0,0,5,0,0,0,2,0,0,3,0,5,2,0
65,2p_xWNAGm_5sVvr_Vs6mlw,3.5,1,2,0,3,7,8,1,0,0,2,3,3,2,0,0,0,1,5,0,0,3,3,0,2,7,0,37,22,5,0,2,1,1,1,0,1,1,1,11,2,2,2,0,5,0,2,3,1,2,7,0,1,0,5,0,3,0,1,0,2,5,3,11,0,0
66,2s5M8rzI7fGSRbtgRc-erA,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2wGkiIpZ_ho3AchbotRQfw,3.5,0,1,1,2,0,1,4,5,0,4,5,0,1,1,0,1,0,8,0,0,1,0,2,1,5,0,36,24,2,0,1,0,0,6,0,0,2,0,14,2,2,0,0,4,0,0,2,0,2,0,0,0,2,2,0,0,3,1,0,2,0,0,3,1,0
68,309erhwcN5ZkrbRD8CzktA,4.0,0,1,0,2,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,3,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,30ibZa6RLsrdhmCUeoS7tQ,3.5,0,0,1,5,1,6,4,0,0,1,4,0,0,1,0,3,0,5,2,0,2,0,1,1,0,0,31,18,0,0,1,1,0,3,0,2,2,4,4,2,0,1,0,8,0,0,0,0,3,3,0,0,3,1,0,2,1,1,1,5,2,0,15,2,1
70,3ERjOmR67yFqaBaHuxzPGw,4.5,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3GuqcEYaF1d1WXcwOX5xPw,4.0,8,8,4,64,4,44,23,15,6,34,27,12,12,2,11,8,0,89,14,6,17,78,14,7,35,15,172,237,12,3,24,6,11,5,8,11,37,19,79,15,13,3,2,36,0,9,10,15,29,23,8,3,4,16,0,23,6,4,27,23,26,11,57,45,5
72,3H1I31BQeHO017Sg92Cbow,4.0,0,3,2,14,2,13,0,0,1,11,8,2,0,0,4,5,0,22,4,0,8,14,2,0,9,5,68,104,0,1,9,2,4,2,2,0,3,10,26,3,3,0,0,10,0,3,2,2,3,9,6,0,2,19,0,15,0,7,4,9,1,1,14,3,4
73,3JyqPFOCUHFczVSfiw518w,2.5,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,1
74,3Kcq4_6RAhltAO6ZVgVygQ,3.0,1,2,2,5,4,2,5,1,0,7,10,0,3,2,0,0,0,6,2,2,1,1,2,2,6,1,73,7,1,0,3,0,0,1,1,0,6,2,15,12,2,0,0,6,0,1,3,0,4,2,2,0,8,4,2,1,5,3,0,5,5,2,12,3,0
75,3NMrUGyQ9tTaDNDS2H2CZQ,3.5,2,0,0,8,1,4,2,0,0,4,6,3,7,1,4,2,0,5,2,0,5,4,2,0,0,5,48,47,8,3,4,5,2,5,1,2,6,4,13,2,6,0,0,7,0,0,4,3,3,6,0,0,8,5,1,9,1,3,0,5,10,2,11,0,1
76,3PDQyGDyNitVsFj6_dYtcA,2.0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
77,3YWxVDgKctiVBCSXFEuWcg,4.0,0,1,2,3,0,5,0,0,0,9,4,1,2,1,0,0,1,6,7,0,0,8,0,0,0,0,32,23,2,0,1,2,0,1,2,0,1,0,8,1,1,1,0,3,0,0,0,1,0,2,0,1,1,2,0,4,0,0,0,2,0,0,4,0,0
78,3ZmGpETmJpUvEa7lVLn2kA,3.5,0,0,0,4,1,1,3,0,0,0,3,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,19,12,0,0,0,1,0,0,0,0,0,1,4,8,2,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,1,5,2,0,0,4,0,0
79,3cbsPfoUUrysf-M8FI_0IA,4.0,0,8,4,29,0,15,1,5,1,22,2,0,0,5,7,4,0,43,10,4,16,17,5,2,28,4,84,89,7,0,9,9,9,4,0,4,15,4,37,1,4,0,0,16,0,0,4,1,5,6,3,3,1,22,1,4,5,6,4,10,15,7,21,13,2
80,3eivq15AzsACPuA5AyZUTA,4.5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,6,5,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0
81,3gnQUW3pzKE32RenMfuf9A,4.5,6,0,1,8,0,4,0,4,0,10,7,0,6,0,2,0,0,22,1,1,10,14,0,0,25,0,45,56,4,0,6,0,3,0,2,2,1,9,18,1,0,1,0,4,0,0,6,0,8,4,0,0,5,4,0,2,0,0,4,11,8,0,11,4,0
82,3j4_jpOW7dO3uoKERLFR7w,5.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,3,1,12,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
83,3kBa6YUwQP4A8CSt_EApIQ,3.0,0,0,1,4,2,6,1,0,2,5,3,1,5,1,1,0,0,7,2,0,1,2,3,0,1,0,63,40,6,0,1,2,0,8,2,0,4,1,11,6,5,0,0,3,0,1,4,1,3,5,0,1,6,2,0,9,0,0,5,2,3,0,5,1,0
84,3nR6JE3hD-D-Fhzr10_k7g,3.0,3,9,0,10,6,6,3,0,2,15,15,4,5,0,1,1,0,16,13,0,15,4,6,4,13,1,85,49,0,1,17,0,2,2,2,3,7,4,28,8,0,4,0,9,0,9,7,5,10,10,1,1,9,10,2,9,1,11,3,6,8,9,17,6,1
