,names,stars,NOTbad,NOTgood,NOTmuch,amaz,averag,awesom,bad,basic,beauti,best,better,big,clean,complet,cool,crowd,deli,delici,disappoint,easi,fantast,favorit,fine,free,fresh,fun,good,great,happi,hate,high,huge,kind,larg,least,less,long,new,nice,ok,okay,old,origin,perfect,pertti,pleas,pleasant,plenti,quick,recommend,regular,serious,slow,small,soft,special,spici,surpris,sweet,tasti,top,warm,well,worth,wrong
48,1VABify4KTXMvGZ4qcUt_g,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
49,1VUQPwwWU_i9PATyM8jrtg,2.0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0
50,1eJ7yIzSAjwC145fnHD5Xw,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
51,1h1EGiDCoKQnL-VmRHIagw,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,1hCKJqPC9uLIXavNKVudAg,5.0,0,0,0,9,0,8,0,0,0,5,2,0,0,2,1,0,0,12,0,0,4,3,2,5,0,0,12,15,0,0,2,0,3,0,0,1,1,5,4,0,0,2,0,1,0,0,0,0,1,3,1,0,0,6,0,0,2,0,4,0,2,0,3,1,0
53,1hDSdypYCwmZbmKY6MECxA,5.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0
54,1o3N4PiPI-fHnJnh-U85iw,2.5,0,1,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1
55,1ofeAP5vdjnOSeO5S2pzSg,3.0,0,0,0,0,2,3,0,0,0,4,1,0,5,3,0,0,0,1,0,0,0,0,0,0,1,0,15,3,0,0,0,0,0,7,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0
56,1qmDaCGJTam1--pEIuvkbg,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1xEFOt8ArF0k4cpqWUk9gg,3.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,2-FFfBaAN2nZhcK-GBR75w,3.5,0,0,0,3,0,0,0,0,0,1,3,2,3,0,0,0,0,7,0,0,0,1,2,0,1,1,9,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,1,3,2,1,1,3,0,0
59,2-_UPP_gKEsx2F8BXZf-PA,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,2-jyqX-PonxUSZQugyCOAQ,3.5,0,0,0,2,2,0,0,0,0,1,3,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,13,3,1,0,0,0,1,1,0,0,3,2,10,3,0,0,0,1,0,0,1,5,1,0,1,0,1,0,0,2,0,0,1,1,0,0,0,1,0
61,28UWP-8hZ_-6klybRdzqEQ,2.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2KrRu2odf_53L90UQLKVvA,4.0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,4,3,0,0,0,0,1,0,1,0,1,2,0,2,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,1,1,4,0,0
63,2M8HhQRsKqETmxo8YhtVGQ,4.5,0,1,1,5,2,5,3,1,0,17,5,1,2,1,2,2,0,10,2,1,2,8,0,2,5,2,36,48,0,0,9,0,6,0,0,0,1,8,18,0,0,0,1,4,0,1,1,1,1,4,3,5,3,8,0,0,0,0,3,2,4,5,6,0,0
64,2anxB5OiLo_-eFh_o2j-rw,2.5,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,1,1,0,10,5,0,1,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,4,1,2,0,1,0,0,2,2,0,3,1,1
65,2cF-sCqhCGzVMJULhNqjBQ,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,2cfzQGANxuIGcCUrlwnV7w,2.0,1,2,0,1,0,0,5,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,9,4,3,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,2,0,3
67,2hOU75OoYSid_aMUEvjhVQ,4.5,0,0,0,4,0,2,0,0,0,2,2,0,1,2,0,2,0,1,0,0,1,3,0,0,6,1,9,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,6,4,0,0,0,2,2,1,0,0,0,3,1,2,0,0,0,2,0,0,2,1,0
68,2ijUbDLJRuVtELXdFFzzyw,2.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2jqUYcKMYZXnpxNTkORJgQ,4.5,1,1,1,17,0,11,1,3,1,23,7,3,3,0,0,1,0,46,5,6,12,9,1,1,23,6,79,86,1,0,9,12,6,6,0,6,11,5,24,3,1,3,0,24,0,3,5,9,22,13,1,1,0,5,0,15,3,8,4,5,14,2,29,4,0
70,2jwpM5qhFCf8rpW1LeG7lA,3.0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,2kE_CUc6tUR8FU5bjAO_Ag,4.5,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,2,0,0,3,0,7,12,1,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
72,2ktZ89dpmOAhBcECa6Ml2g,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,2rcH1VUK3_aAA-tT82vWmg,4.0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0
74,2xBIQyPr3Bp5YPgLScMSgg,3.0,3,1,1,0,0,2,3,2,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,22,8,0,0,2,1,1,0,1,0,1,0,1,1,4,0,0,0,0,0,1,2,0,3,0,0,0,0,1,0,0,1,6,2,3,0,2,0,1
75,2xQexEwq1WQoNeSTyrUTEw,2.5,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
76,30Bvo-tEfvh2KOTLQg6FZw,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3B8hg3Arjhgz33SJpnK9Hw,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
78,3LuQTKKb4DgS4nqL3UFyig,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3OmXBXH5pQ0esfccEqZP-A,4.5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,3,0,1,1,0
80,3ZcxnR9YkDVRqqkDJMRWBg,4.5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81,3cwgVNwiVX3gVw2tsgIaWw,4.0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,5,3,0,0,2,1,0,0,0,4,0,1,0,2,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,3,1,0,3,0,0
82,3n_s_8CndMK7jfZsPK2INg,4.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,3zPlIl3EtYAAV1EG0kPg4g,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3zR3Uj23aXY1V3L2qt1t6w,4.5,2,3,0,7,0,1,1,0,1,4,3,4,0,0,1,0,0,24,1,0,6,5,0,0,2,0,39,48,4,0,0,8,2,2,1,1,4,3,3,0,1,2,0,10,0,0,4,6,4,4,2,0,0,7,2,1,0,1,2,2,3,0,9,6,0
