,names,stars,NOTbad,NOTgood,NOTmuch,amaz,averag,awesom,bad,basic,beauti,best,better,big,clean,complet,cool,crowd,deli,delici,disappoint,easi,fantast,favorit,fine,free,fresh,fun,good,great,happi,hate,high,huge,kind,larg,least,less,long,new,nice,ok,okay,old,origin,perfect,pertti,pleas,pleasant,plenti,quick,recommend,regular,serious,slow,small,soft,special,spici,surpris,sweet,tasti,top,warm,well,worth,wrong
10,-x2NjuDTiphKwCixSrv_SQ,4.5,0,3,0,8,0,2,0,1,0,12,1,3,0,0,0,0,0,8,2,0,11,3,0,0,12,0,9,7,2,0,1,1,0,1,0,0,0,1,3,0,0,1,0,8,0,2,2,0,0,2,0,1,3,1,1,1,7,0,1,0,1,1,5,1,0
11,0FPlueS5F6l5xIf8Zw8iEQ,4.5,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0It4d0eFPJ5UnQqe6g2Z3w,2.5,1,1,1,0,2,0,2,0,0,0,2,0,3,0,0,0,0,4,0,0,0,0,0,0,2,0,22,0,0,0,2,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0
13,0PCBt3JKD6IooicImKNBzA,4.0,7,11,3,70,8,30,13,9,26,194,45,12,11,5,6,17,0,118,22,2,18,56,10,8,72,8,311,294,8,1,32,18,14,14,7,5,14,22,78,18,6,3,3,43,0,5,5,12,54,54,8,8,10,38,3,27,157,11,40,23,15,6,52,19,3
14,0iWPGjWRBrLasX55aJRdOg,4.0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,12,2,0,0,4,0,0,1,0,18,13,0,0,2,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,2,0,0,1,3,2,0,4,0,0
15,0pi1DQ3N8gC6jhdHfDWEMA,4.5,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,4,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0
16,0r1Ow0HYAAjU7oM_2ePN6g,3.5,1,2,4,8,4,0,1,6,0,9,2,3,0,0,2,0,0,4,2,0,2,3,3,3,6,1,38,14,0,0,0,3,1,0,2,0,2,6,4,3,2,0,1,3,0,0,0,0,23,2,1,2,1,9,4,10,47,0,0,6,7,0,16,1,0
17,10NSeX03xC2th8-HGFq3sw,3.5,2,7,1,15,12,9,9,6,1,67,38,2,0,7,0,1,0,21,6,0,10,25,17,1,66,0,124,56,6,3,13,2,7,2,1,7,9,8,29,5,7,7,0,20,0,2,12,5,5,16,8,5,9,24,2,10,7,4,6,10,10,3,38,22,2
18,15RvAvPxUBl3HmnGMJdtTQ,3.5,1,4,0,3,9,4,5,0,1,9,3,2,1,0,0,0,0,6,2,0,2,14,1,2,9,0,39,31,0,0,4,1,1,4,0,2,3,5,3,0,0,0,0,1,0,0,2,0,5,6,3,0,0,2,0,11,6,0,2,2,3,0,4,2,0
19,17DImn_vPnuwU9hhRFXlUA,4.0,4,5,2,40,5,26,4,3,3,15,15,3,3,0,21,2,0,43,12,3,9,19,6,0,20,15,91,79,9,0,13,3,6,7,3,4,5,14,33,15,6,0,0,9,0,0,5,8,7,11,0,1,0,16,2,16,9,5,7,14,14,1,33,5,0
20,1GaooxqCWHzulI2Ub3CXEw,3.5,1,5,0,3,5,9,5,1,0,5,5,4,1,2,3,3,0,8,9,0,1,13,0,7,4,9,54,53,8,0,2,6,6,2,2,2,3,2,16,9,10,0,1,6,0,1,0,1,8,6,5,3,9,1,2,4,8,0,0,4,5,1,6,0,7
21,1Kg2YIYlNjzYb8EEgvYUtA,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,1,1,0
22,1LUaZFVMEjodl1tbAGF3sQ,4.0,0,2,0,2,2,4,5,3,3,23,5,3,1,2,0,0,0,13,0,0,1,3,2,1,43,4,21,24,1,1,3,2,3,3,0,0,2,2,1,1,1,0,0,2,0,0,0,3,6,3,4,5,0,2,0,14,4,1,1,3,2,0,4,3,2
23,1MrJJ9tyNyfFrxaNZ67xFg,4.0,1,4,1,9,3,9,6,2,1,23,11,4,4,0,1,1,0,13,4,0,1,18,1,0,24,0,59,38,1,0,10,2,0,12,0,1,2,1,18,3,2,1,0,7,0,1,1,4,5,11,4,0,6,1,0,8,4,3,1,4,4,1,21,2,2
24,1OrJ5VR2qYarPQfSRi4kOw,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
25,1Vbt1GsmtQm2dkC4A2L_-g,4.0,0,0,0,11,1,6,2,4,1,9,7,1,7,1,1,0,0,39,1,2,2,3,8,2,3,1,47,48,2,1,5,0,1,7,1,0,0,1,16,2,3,0,0,5,0,7,0,7,12,15,0,2,3,8,0,6,32,7,5,8,1,1,12,5,0
26,1_Dg-GguWatioW4mvFQKQA,4.0,3,6,3,8,5,6,2,3,4,28,7,3,2,1,1,1,0,28,4,0,2,18,5,0,51,1,66,80,4,1,7,2,6,5,2,3,4,3,20,5,5,1,1,8,0,2,7,1,7,6,6,1,3,4,0,5,18,2,7,8,13,5,21,3,0
27,1dhPgc7E7IzzpxjHM2LphQ,3.5,3,2,1,8,13,23,4,3,0,14,12,16,0,6,1,18,0,17,8,1,3,21,1,12,9,10,101,84,19,1,7,8,14,4,1,5,10,2,18,11,10,0,2,5,0,2,3,1,3,12,0,5,8,13,1,15,12,0,6,11,4,3,15,14,0
28,1fMXFNFwZEtTy9p8sEmiNw,2.0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0
29,1h8aXynUKXUJM6Q4ZXcwyQ,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1n-HH6BG913cKQ1tX3wQEg,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
31,1yQvJ-By1zO7HzSYhSlz1w,4.5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0
32,2-Y-kNEbrP_m1U9Hc2xH7A,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,15,3,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,3,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0
33,24hc1g8a7besgI0tMb3v7w,3.5,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,2,3,0,4,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,3,1,0,3,0,0
34,25CzbDgm1MsT31NhA6KYog,4.0,3,4,0,8,2,3,1,0,4,18,8,6,4,0,0,0,0,31,3,1,2,10,0,1,23,0,54,50,1,0,4,0,3,4,1,3,3,5,10,5,0,0,0,8,0,1,1,2,8,14,3,2,4,9,2,2,18,0,1,1,10,0,4,2,1
35,2CNCcHA9txth664ALX1wvA,3.5,1,1,2,0,5,0,2,0,0,4,1,1,0,0,0,0,0,4,2,0,2,0,1,0,4,0,18,8,0,0,0,0,1,0,0,2,2,1,7,1,3,0,0,2,0,0,0,0,0,0,1,0,6,7,2,0,3,0,2,3,0,0,4,3,0
36,2ERnU_ihjdwusbdlXSf3gg,3.5,0,0,1,0,0,2,0,0,0,4,0,0,0,0,3,0,0,5,3,0,0,2,1,0,4,0,14,5,1,0,3,0,1,1,1,0,2,1,3,3,2,0,0,0,0,0,0,0,3,2,1,2,1,5,1,2,2,1,6,2,0,2,2,2,0
37,2GDZzcl2Jdn8186EEOTrCg,2.5,1,1,3,0,0,1,4,0,0,1,2,0,0,0,0,1,0,3,3,0,0,2,3,0,4,0,8,3,0,2,3,0,0,0,1,0,1,1,4,6,1,0,0,0,0,0,1,0,1,0,0,0,2,5,3,6,4,0,1,3,6,0,3,0,0
38,2N6rQXypsq9P8Aiw62YzJQ,3.0,0,1,0,0,0,2,3,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,6,13,0,0,0,0,2,0,1,0,1,1,0,4,0,0,0,1,0,0,4,0,0,2,0,0,0,2,0,0,0,0,1,0,2,0,1,1,0
39,2XZ4g_ps_H55CmxFs4Pu8A,2.5,0,0,1,4,0,1,6,0,0,0,5,2,3,0,0,0,0,2,1,0,0,1,0,0,2,0,18,5,0,1,0,1,0,1,0,0,5,2,5,0,2,0,0,1,0,0,0,0,3,0,0,0,2,1,0,2,3,0,0,2,0,0,2,2,0
40,2YOVVgyI_Ysnjuzo6gOXBw,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
41,2bWvHWLHRnMgEufaRuggeg,2.5,0,1,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,2,0,0,1,0,0,0,0,0
42,2uema-BPgPt5TWCGjA0-uA,5.0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,35JjuQ6nsSNshtt5hyLUCQ,3.5,2,2,1,6,5,4,0,1,1,8,10,2,4,0,1,0,0,11,6,1,6,7,5,0,4,4,42,39,1,0,5,4,4,0,1,0,4,8,10,7,8,2,0,2,0,1,2,2,2,3,4,0,9,4,2,17,7,2,4,2,3,0,15,3,1
44,3D6Uck9QSdxZKFstf5DGlg,5.0,0,0,0,12,0,2,0,0,0,8,1,0,0,0,0,0,0,6,0,0,1,6,0,0,4,1,9,18,0,0,0,0,0,1,0,1,0,2,3,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,1,5,0,0,0,0
45,3_tWe-D5if9y8RrmMrN7AQ,4.0,1,2,1,20,1,3,7,9,1,31,6,1,2,1,1,0,0,15,2,0,5,8,7,0,42,2,77,31,1,1,13,2,4,1,1,2,6,2,13,7,11,0,0,7,0,3,3,0,4,11,2,0,3,15,0,6,9,2,3,0,3,3,12,1,1
46,3dyO9LrC9x-qJ2ZpbL9FZA,4.5,0,3,0,7,1,4,0,2,0,1,3,0,3,1,1,0,0,17,1,1,0,2,0,0,0,5,15,19,4,0,8,0,1,1,0,0,10,8,10,1,0,0,0,5,0,0,2,0,2,3,2,0,4,7,0,4,4,3,10,3,2,5,5,0,0
47,3ed7T7HvUJUnPf6jDmys9A,4.5,0,0,0,2,2,3,1,0,3,5,1,0,3,0,0,0,0,4,0,0,2,3,0,0,14,0,4,22,3,0,2,0,0,1,0,0,0,2,8,0,4,1,0,0,0,0,1,0,1,2,0,0,0,0,0,7,2,1,6,1,1,0,7,0,0
48,3eexaenBq8HvkTiYjVl3Pg,4.0,0,9,0,13,1,2,2,2,0,10,4,3,8,2,0,1,0,24,0,1,5,5,0,0,24,1,50,31,7,0,5,3,0,1,2,2,0,2,21,3,1,0,0,2,0,0,4,4,10,2,0,0,8,6,0,6,15,1,5,10,1,2,10,2,4
49,3frFidAcPVYAFB2RxxkIdA,3.0,0,5,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,2,0,2,1,0,0,1,1,0
50,3qrfY-XCUKVyrO5T6GskqA,3.0,1,0,5,0,0,2,1,4,0,1,9,0,3,1,0,2,0,10,4,0,0,5,3,6,3,1,26,11,1,0,2,0,2,3,1,1,1,3,10,2,3,0,0,2,0,3,2,1,13,5,2,1,0,12,0,1,5,1,2,8,3,0,6,3,0
51,3sIEwr4LPEruEt2q8ImypQ,2.5,0,0,2,2,0,0,1,0,0,0,2,0,1,0,0,1,0,3,1,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,3,1,0,1,3,0,1,0,0
52,3s_Imio3mrin_Y8RtIwMxQ,4.5,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
53,43BhNqFWiJmBs8KkPgJ_KQ,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0
54,462vn0tiPlmWRcP71yYOTQ,4.0,0,0,1,4,1,7,5,0,2,15,6,0,6,2,0,0,0,9,0,0,7,6,0,1,11,0,26,33,3,0,0,0,3,0,0,0,2,5,3,0,0,4,0,0,0,0,3,0,1,3,1,0,0,1,3,6,5,1,6,1,1,2,8,0,0
55,49sbCG7F2jvqJsfG6-N8Rw,4.5,0,0,0,13,0,5,3,1,0,7,0,3,5,0,1,0,0,19,0,0,2,6,1,0,10,0,26,29,3,0,3,0,1,0,0,0,2,5,15,2,1,1,0,5,0,2,2,2,5,6,0,0,0,1,0,0,3,0,0,3,4,1,11,0,0
56,49taxSIx7Gwdjnr10QrnUw,4.0,2,0,0,1,0,1,3,0,0,9,3,1,0,0,0,0,0,4,0,0,2,7,0,0,7,1,24,16,0,0,2,0,0,3,0,2,0,3,3,2,0,0,0,2,0,1,1,0,0,2,2,2,3,0,0,2,2,0,2,4,1,1,3,1,0
57,4CE_jyoNwSYkorer13G5OQ,3.5,5,4,0,4,4,3,2,0,0,6,10,3,2,0,0,0,0,10,2,0,0,2,1,13,11,2,22,24,4,3,5,3,1,1,0,1,4,1,5,2,3,1,0,3,0,1,2,2,3,3,1,0,2,2,8,8,3,0,0,6,4,4,4,4,0
58,4KBLVr3PYilTUUWj3DWwVw,3.0,1,1,0,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,1,0,6,0,4,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,3,0,2,0,0,1,0,0
59,4OlIwqXEEXr6YvE3Nz2tTw,3.0,1,2,0,4,0,3,2,0,0,2,2,0,5,0,2,0,0,1,2,0,0,3,0,1,5,0,15,6,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0
60,4R5P-H4bfPjkocOY1W5SZA,3.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,1,0,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0
61,4mYS-4UOjTKgsf0tX1_IkQ,4.5,2,1,1,25,0,8,1,4,0,20,4,3,14,1,3,2,2,75,2,5,17,25,3,2,53,1,70,98,5,0,17,6,4,6,1,2,5,12,22,6,5,0,0,30,0,6,12,3,17,26,2,2,1,13,4,31,8,2,15,19,12,4,33,7,1
62,4mpSNvmyG89Uqy2ahP4JMQ,3.5,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
63,50KEvLtQl9Vv4YE1vs681Q,3.5,4,4,2,7,5,7,8,1,0,23,18,10,9,2,3,4,0,31,8,0,1,21,7,1,7,3,104,50,1,0,8,6,1,2,9,0,8,7,15,9,11,2,1,6,0,2,1,1,22,1,4,1,6,0,1,5,43,1,11,8,4,2,12,3,2
64,55LdBLn7CXbWwhD06Zn_0Q,2.5,0,2,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,3,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
65,58oVEzvF6EnOmvVkXYFkTg,3.0,8,3,1,4,7,0,7,2,0,24,19,3,4,2,0,0,0,13,9,0,1,6,7,0,9,0,62,22,0,0,10,0,6,2,1,0,5,1,18,13,7,1,0,8,0,2,0,2,7,7,0,0,2,9,7,5,17,0,6,16,6,0,4,2,5
66,5E37qENVklkwAMHmIwc_IA,4.5,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,5It12biyGxe2Dz6kkf7wGQ,3.5,0,0,0,2,2,0,0,1,0,3,1,0,3,1,0,0,0,2,0,0,0,1,0,0,2,0,8,5,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,3,0,0,0,4,0,0,1,0,0
68,5REYrZfsX3m4E3FTwovp5Q,4.0,5,7,4,73,7,28,6,6,2,34,14,1,2,5,13,6,0,65,11,1,21,25,5,10,35,22,169,141,41,0,21,4,11,5,3,2,10,10,46,17,8,2,5,18,0,3,5,5,7,23,8,1,23,32,4,14,12,4,5,23,17,4,32,7,2
69,5S8KaaAIjqo2bJcVlMNW5w,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
70,5VCc2OFaSiogGBfEn35GGg,4.0,1,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,4,0,0,0,0,0,0,5,0,7,5,3,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,2,0,0,0,2,0,1,0,0
71,5eKk8dA1QtKaQr_5i_SCRw,3.5,10,8,3,28,15,11,16,3,2,26,27,9,4,3,0,7,0,41,13,1,3,19,9,3,31,1,148,102,27,1,8,9,4,15,5,3,7,3,29,12,14,1,0,10,0,5,1,2,15,16,1,0,25,5,3,7,9,6,5,18,9,9,23,7,4
72,5jSwodZ2cLIgD0SLGXYbeg,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
73,5kUA_k-ua1wO68jZ1Yo74Q,4.0,6,2,3,55,7,18,4,2,16,60,28,2,4,5,5,5,0,54,11,0,25,19,10,4,50,11,133,144,47,0,12,3,10,7,5,5,8,11,34,21,6,0,0,23,0,10,3,3,10,28,9,4,8,37,1,16,30,8,14,41,26,7,37,14,0
74,5qtc1s-TKdgzPccKwY4SRw,3.0,0,0,0,0,0,0,1,0,0,2,2,1,0,2,0,0,0,0,3,0,0,0,0,1,2,0,5,1,0,1,0,2,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
75,5wr_UtUUdF8L2UlaD1DhNQ,3.5,2,1,0,1,1,4,0,0,0,7,2,0,0,0,0,0,0,1,1,0,2,3,0,0,1,0,2,8,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0
76,5z_9_D5a-tgkmPUps7Utow,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0
77,64Pj9JV8jPOizCKpFI7Y2g,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
78,6CjVFTO7F-q8BP7oQKB_9g,3.5,2,1,4,5,3,3,9,1,0,11,8,2,0,1,2,4,0,18,2,0,8,7,5,1,5,0,50,38,1,1,6,2,3,1,3,5,2,0,21,3,3,0,0,2,0,0,1,1,5,10,1,0,8,3,0,9,1,1,0,6,2,4,8,3,0
79,6U5QlK84UmPUgoJAwAcL9Q,3.5,3,0,1,0,2,4,1,1,0,5,2,2,1,0,0,0,0,5,1,0,2,1,0,0,4,0,14,15,2,0,1,0,0,2,0,0,1,1,2,1,2,1,0,4,0,0,0,0,0,2,0,0,0,4,1,3,5,0,0,0,1,0,7,0,0
80,6a4-SPP4QJbJuHoMhPKnVQ,3.0,0,0,0,1,0,1,2,0,0,0,4,0,0,1,0,0,0,5,0,0,1,2,0,2,1,0,7,2,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,2,0,0,0,2,0,0,0,1,0,1,1,0,2,1,0
81,7-Wlpm30PGCBIZtH2rOlew,3.0,1,3,2,0,1,2,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,20,6,2,0,0,1,0,2,0,0,1,2,5,2,1,1,0,2,0,0,0,0,1,2,0,1,2,1,0,1,4,0,0,1,0,0,1,0,0
82,749lGtWM9PsrWonlVY4W2w,3.5,4,5,4,8,15,8,5,2,2,31,17,6,0,1,3,3,0,28,14,0,3,28,1,3,23,4,119,76,5,0,9,4,3,3,2,1,2,3,40,12,8,1,1,11,0,0,5,2,13,19,0,1,9,5,2,35,19,2,14,23,5,5,13,4,0
83,74wRr6PP6lbaL1YzUcYGAA,3.5,0,3,2,1,0,0,3,0,0,3,2,2,1,0,0,0,0,2,0,0,0,6,3,1,5,2,23,8,3,0,1,0,2,0,0,0,1,0,7,8,5,0,0,1,0,0,0,0,1,2,0,0,0,0,3,1,1,1,5,1,0,0,3,2,2
84,7FxdbDj8smpkpmmgyojIWw,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
